name;currency;experience;location;skills;link
Data Scientists;USD;3-20;Hyderabad/Secunderabad;advanced analytics, sas, data science, spss;n/a
Data Scientist (Industry Experience);USD;5-8;Delhi, Gurugram, Delhi/NCR;data science, predictive analytics, data scientist;n/a
Senior Associate, Data Manager, Clinical Data Sciences;USD;3-6;Chennai;data management processes, clinical trials management, regulatory operations knowledge, communication skills, data cleaning reports, pharmaceutical industry, data manager, clinical data, regulatory requirements, validation, clinical study, edc, clinical data management;n/a
Senior Data Scientist, Product, Geo Data Science;USD;5-8;Bengaluru;statistical analysis, data visualization, python coding, data pipeline implementation, experiment design, job posting, recruitment, workforce, communication, decision making;n/a
Senior Data Scientist, Product, Geo Data Science;USD;8-11;Bengaluru;statistical analysis, data visualization, python programming, data pipelines, segmentation analysis, job posting, recruitment, workforce, communication, decision making;n/a
Dun & Bradstreet - Analyst - Data Science (R-18452);USD;2-3;Norway;data science techniques, machine learning algorithms, programming in python, data visualization tools, analytical problem solving, bi, sql, use cases, data scientist, data analytics, tableau, analyst;n/a
Staff Data Science Consultant II - Supply Chain;USD;10-15;Bengaluru;data analysis techniques, machine learning algorithms, supply chain optimization, statistical modeling skills, data visualization proficiency, supply chain solutions, logistics, supply planning, supply chain operations, demand forecasting, supply chain management, procurement, inventory management;n/a
Senior Data Scientist, Product, Geo Data Science;USD;8-11;Bengaluru;statistical analysis, data visualization, machine learning, python programming, data pipelines, job posting, recruitment, workforce, communication, decision making;n/a
Staff Data Science Consultant II - Supply Chain;USD;1-4;Bengaluru;data analysis techniques, machine learning algorithms, supply chain optimization, statistical modeling skills, data visualization tools, supply chain solutions, logistics, supply planning, supply chain operations, demand forecasting, supply chain management, procurement, inventory management;n/a
Data Science and Visualization Intern, GPU Performance - 2026;USD;0;Vietnam;data etl processes, data modeling techniques, sql proficiency, powerbi visualization, statistical analysis, data mining, artificial intelligence, database, python, computer graphics;n/a
Hiring For Data Scientist;USD;4-7;Bengaluru;python, statistics, data science, machine learning, nlp;n/a
Data Scientist  Document Extraction;USD;3-6;Gurugram;data science, data scientist, Document Extraction;n/a
Database Administrator;USD;3-5;Mumbai, Navi Mumbai, Thane;advanced analytics, big data analytics, data science;n/a
Data Scientist;USD;2-5;Gurugram;sas, data science, use cases, predictive modeling, data scientist;n/a
Senior Analyst, Data Science, Risk Analytics & Modelling;USD;2-5;Chennai;econometrics, portfolio, risk analytics, cfa, frm, risk management, structured finance, lending, senior analyst, risk;n/a
Data Scientist;USD;3-6;Gurugram;sas, data science, use cases, predictive modeling, data scientist;n/a
Dun & Bradstreet - Senior Analyst - Data Science (R-18216);USD;5-8;Finland;machine learning techniques, data visualization tools, python and sql, statistical modeling, stakeholder communication, bi, big data, natural language processing;n/a
Technical Professional - GenAI Data Science Job Details | Halliburton;USD;3-5;Bengaluru;generative ai expertise, advanced python programming, data handling visualization, machine learning techniques, cloud platforms experience, artificial intelligence, sql, database, git, mongodb, github, nosql, cassandra;n/a
Jobs Internship for Data Science, AI, ML (Work from Home) Freshers (Part Time) in Cochin;USD;1-5;Kochi/Ernakulam;python, data science, artificial intelligence, machine learning, training;n/a
Sr Data Science Consultant II - Python, R & ML;USD;5-10;Bengaluru;data analysis, machine learning, supply chain optimization, statistical testing, data visualization, logistics, supply chain operations, supply;n/a
Retail Analytics;USD;0;Hyderabad/Secunderabad;data analytics, data analysis, retail analytics, data science;n/a
Database Administrator;USD;3-5;Mumbai, Navi Mumbai, Thane;advanced analytics, big data analytics, data science;n/a
Data Scientist;USD;2-5;Gurugram;sas, data science, use cases, predictive modeling, data scientist;n/a
Data Science Associate Consultant- Pune (3-6 Years Of Experience);USD;3-6;Pune;algorithms, data mining, java, hadoop, big data, python, problem solving, machine learning;n/a
Data Scientist;USD;3-6;Gurugram;sas, data science, use cases, predictive modeling, data scientist;n/a
Senior Associate, Senior Data Manager Clinical Data Sciences;USD;2-5;Mumbai;data management, clinical trials, communication skills, data quality, regulatory compliance, pharmaceutical industry, data manager, regulatory requirements, clinical study, edc, clinical data management;n/a
Jobs Internship for Data Science, AI, ML (Work from Home) Freshers (Part Time) in Cochin;USD;1-5;Kochi/Ernakulam;python, data science, artificial intelligence, machine learning, training;n/a
AI/ML Engineer  Data Science Solutions (Oil & Gas Domain);USD;2-5;Abu Dhabi;python programming, machine learning, data analytics, ai, ml solutions, communication skills, linear regression, data science, solution design, data visualization, data analysis, gap analysis, statistical analysis;n/a
Data Science - Machine Learning - 3  Years - Gurgaon/Bangalore job in;USD;3-8;Bengaluru, Gurugram;machine learning development, predictive modeling techniques, python programming expertise, statistical analysis methods, cloud environment proficiency, algorithms, sql;n/a
Data Science - Machine Learning - 5  Years - Remote job in;USD;5-8;Bengaluru;python programming, sql database management, machine learning techniques, natural language processing, statistical analysis, algorithms, bi;n/a
Retail Analytics;USD;0;Hyderabad/Secunderabad;data analytics, data analysis, retail analytics, data science;n/a
Analyst/senior Analyst - Analytics & Research;USD;1-4;Bengaluru;data science, advanced analytics, big data analytics, consulting, business analytics, analyst;n/a
Quantitative Researcher, Investments, Associate;USD;4-6;Gurugram;python programming, data science expertise, optimization techniques, portfolio management, communication skills;n/a
S&C Global Network - AI - Hi Tech - Data Science Consultant;USD;4-8;Bengaluru, Gurugram, Hyderabad/Secunderabad, Kolkata;data science expertise, ai model development, python programming, nlp techniques, cloud platforms, global delivery, erp, crm, machine learning;n/a
Director, Data Science, Visa Consulting & Analytics, India and South Asia;USD;8-10;Mumbai;data science expertise, machine learning models, business development, strategic leadership, team management, advanced analytics, data analytics, consulting, director;n/a
Data Engineer DBT F/H;USD;1-5;France;big data analytics, data architecture, data science, user experience, api management, mobile;n/a
Senior Developer (Data Science / Full Stack) Job Details | SAP;USD;8-11;Bengaluru;data science expertise, full stack development, ai, ml solutions, performance optimization, cloud application development, github, javascript, algorithms, software design, docker, database, debugging, mobile, machine learning;n/a
Technical Professional - GenAI Data Science Job Details | Halliburton;USD;3-5;Bengaluru;generative ai expertise, advanced python programming, data handling visualization, machine learning techniques, cloud platforms experience, artificial intelligence, sql, database, git, mongodb, github, nosql, cassandra;n/a
MDS Domain Data Modeler - Finance & HR;USD;5-8;Mumbai;data analysis, model development, business analytics, trend identification, stakeholder engagement, data science;n/a
Sr Data Science Consultant II - Python, R & ML;USD;5-10;Bengaluru;data analysis, machine learning, supply chain optimization, statistical testing, data visualization, logistics, supply chain operations, supply;n/a
Statistician;USD;4-7;Delhi, Delhi/NCR;data analytics, big data analytics, consulting, statistician, data science, statistical analysis;n/a
Senior Statistician;USD;6-9;Bengaluru, Chennai;data analytics, big data analytics, consulting, statistician, data science, statistical analysis;n/a
Applications invited for Junior Research Fellow at ASET, Amity University Noida - 08-04-2024 - Adv/AUUP/HR/24/22;USD;0;Noida/Greater Noida;ai, ml, python programming, data science, machine learning, deep learning, physiotherapy;n/a
Data Scientist;USD;2-5;Bengaluru;sas, data science, use cases, predictive modeling, data scientist;n/a
S&C Global Network - AI - Hi Tech - Data Science Consultant;USD;4-8;Bengaluru, Gurugram, Hyderabad/Secunderabad, Kolkata;data science expertise, ai model development, python programming, nlp techniques, cloud platforms, global delivery, erp, crm, machine learning;n/a
Vice President - Quantitative Researcher;USD;7-9;Gurugram;quantitative research   python programming   portfolio management   data science techniques   financial technology;n/a
Director, Data Science, Visa Consulting & Analytics, India and South Asia;USD;8-10;Mumbai;data science expertise, machine learning models, business development, strategic leadership, team management, advanced analytics, data analytics, consulting, director;n/a
Data Engineer F/H;USD;1-5;France;big data analysis, data architecture, data science, data engineering, data analytics;n/a
Senior Developer (Data Science / Full Stack) Job Details | SAP;USD;8-11;Bengaluru;data science expertise, full stack development, ai, ml solutions, performance optimization, cloud application development, github, javascript, algorithms, software design, docker, database, debugging, mobile, machine learning;n/a
Data Science AI Engineer Job Details | Gainwell Technologies LLC;USD;6-15;Bengaluru;ai, ml engineering, natural language processing, cloud deployment, model optimization, data processing, sql, database, security, api, hadoop, big data, image processing, python, machine learning, nosql, leadership skills;n/a
Business Analyst;USD;5-8;Bengaluru;data analytics, big data analytics, bi, business analyst, data science, data visualization;n/a
Head Data Analytics;USD;2-3;Delhi, Delhi/NCR;data analysis, data analytics, big data analytics, consulting, bi, dashboards, data science;n/a
Head Data Analytics;USD;2-3;Bengaluru;data analysis, data analytics, big data analytics, consulting, bi, dashboards, data science;n/a
Head Data Analytics;USD;5-8;Bengaluru, Chennai;data analysis, data analytics, big data analytics, consulting, bi, dashboards, data science;n/a
Senior Business Analyst;USD;2-3;Delhi, Delhi/NCR;data analytics, big data analytics, consulting, bi, business analyst, data science, data visualization;n/a
Data Scientist;USD;4-7;Delhi, Delhi/NCR;information technology, business process, data science, predictive modeling, data scientist, statistical modeling;n/a
Principal Data Scientist;USD;6-9;Delhi, Delhi/NCR;visualization, bi, dashboards, sql, data science, data scientist, tableau, written communication, analyst;n/a
Senior Data Scientist;USD;5-8;Bengaluru;data science principles, statistical analysis, problem solving, research design, technical leadership, mathematics, statistics;n/a
Intern;USD;0;Bengaluru;machine learning, natural language processing, statistical modeling, python programming, data science, art, mathematics;n/a
Career Opportunities: Associate Director (45744);USD;5-8;Mexico;digital transformation, data science, technical architecture, domain expertise, consulting services, program manager, telecom;n/a
Head Data Analytics;USD;2-3;Delhi, Delhi/NCR;data analysis, data analytics, big data analytics, consulting, bi, dashboards, data science;n/a
Head Data Analytics;USD;2-3;Bengaluru;data analysis, data analytics, big data analytics, consulting, bi, dashboards, data science;n/a
Principal Data Scientist;USD;6-9;Delhi, Delhi/NCR;visualization, bi, dashboards, sql, data science, data scientist, tableau, written communication, analyst;n/a
Senior Data Scientist;USD;5-10;Bengaluru;data science principles, research execution, problem solving, collaboration techniques, technical leadership, mathematics, statistics;n/a
Full Stack Developer (Senior);USD;5-10;Canada;accounting it systems, cloud architecture, data science platforms, regulatory compliance, performance monitoring, finance;n/a
Data Engineer DBT F/H;USD;1-5;France;big data analytics, data architecture, data science, digital marketing, user experience design, mobile, api;n/a
Software Development Lead;USD;5-8;Mumbai;python programming, software development, data science, version control systems, cloud computing, git, technical skills;n/a
Gen AI - DS Modeller-4  Years- Gurgaon job in;USD;4-5;Gurugram;data science expertise, generative ai knowledge, python programming, sql proficiency, mlops development, ds, api;n/a
Career Opportunities: Senior Data Engineer (46398);USD;5-10;Mexico;digital transformation, data science, technical architecture, program management, domain expertise, consulting, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46393);USD;5-10;Mexico;data science, digital transformation, business impact, engineering solutions, domain expertise, consulting, program manager, telecom;n/a
Senior Data Architect;USD;5-8;Chennai;visualization, security, data science, data analytics, big data analytics, consulting, data governance, project delivery;n/a
Senior Business Analyst;USD;4-7;Chennai;data analytics, big data analytics, consulting, bi, business analyst, data science, data visualization;n/a
S&C Global Network - AI - Hi Tech - Data Science Sr. Analyst;USD;4-8;Bengaluru, Gurugram, Hyderabad/Secunderabad, Kolkata;data science expertise, ai model development, python programming, genai techniques, cloud platform experience, global delivery, erp, crm, machine learning;n/a
Research Data Scientist;USD;2-5;Gurugram;data science techniques   statistical methodologies   python programming   machine learning models   experimental design, algorithms, sql;n/a
Senior Data Scientist;USD;5-10;Bengaluru;data science principles, research execution, problem solving, collaboration techniques, technical leadership, mathematics, statistics;n/a
Senior Digital Data Scientist II;USD;5-7;Bengaluru;digital signal processing, data science expertise, statistical modelling, machine learning, programming (python), algorithms;n/a
Full Stack Developer (Senior);USD;5-10;Canada;accounting it systems, cloud architecture, data science platforms, regulatory compliance, performance monitoring, finance;n/a
Senior Data Science AI Engineer Job Details | Gainwell Technologies LLC;USD;11-15;Bengaluru;advanced ai solutions, machine learning techniques, deep learning models, natural language processing, api development, sql, database, security, hadoop, big data, image processing, python, nosql, leadership skills;n/a
Career Opportunities: Director (46254);USD;3-5;Mexico;digital transformation, data science, engineering capabilities, domain expertise, technology services, consulting, program manager, telecom;n/a
Career Opportunities: Architect (45023);USD;5-10;Mexico;digital transformation, data science, technology services, domain expertise, program management, consulting, program manager, telecom;n/a
Data Architect;USD;0;Delhi, Delhi/NCR;visualization, security, data science, data analytics, big data analytics, consulting, data governance, project delivery;n/a
Director, Business Analytics;USD;8-13;Chennai, Delhi, Gurugram, Delhi/NCR;data analysis, c, director, business analytics, data science, statistical modeling, press, statistical analysis;n/a
Data Scientist;USD;3-6;Gurugram;visualization, bi, dashboards, data science, data scientist, statistical modeling, consulting, predictive analytics, tableau;n/a
Bagchi School of Public Health;USD;1-10;Ahmedabad;public health advocacy, interdisciplinary collaboration, environmental health knowledge, data science proficiency, research methodology;n/a
Data Scientist;USD;5-7;Bengaluru;marketing mix modeling, python proficiency, spark, sql experience, data science, stakeholder coordination, ddd;n/a
senior data scientist;USD;3-8;Bengaluru;data science principles, statistical analysis, problem solving, research design, technical approach, mathematics, statistics;n/a
Principal Applied AI Scientist;USD;6-9;Redmond;machine learning, data science, ai technologies, software engineering, research experience, principal, art, statistics;n/a
Career Opportunities: Director (46254);USD;5-10;Mexico;digital transformation, data science, consulting services, technology integration, domain expertise, program manager, telecom;n/a
Career Opportunities: Consultant (46042);USD;5-10;Mexico;data science, digital transformation, consulting services, engineering capabilities, domain expertise, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer (46584);USD;3-5;Mexico;digital transformation, data science, engineering capabilities, technology consulting, domain expertise, program manager, telecom;n/a
Senior Applied Data Scientist;USD;5-9;Gurugram;machine learning, data science, python programming, sql expertise, statistical modeling, problem solving, logical thinking;n/a
Senior Manager;USD;5-7;Bengaluru;data science methods, strategic direction, insights and analysis, team development, sales presentations, market, marketing;n/a
Consultant(e) Data Engineer F/H;USD;1-5;France;data engineering, big data analytics, data architecture, data science, strategic project implementation, consultant, vos;n/a
Career Opportunities: Java Developer (46290);USD;5-8;Mexico;data science, digital transformation, engineering solutions, domain expertise, client management, consulting, program manager, telecom;n/a
Career Opportunities: Data Engineer (46035);USD;3-5;Mexico;data science, digital transformation, engineering skills, technology services, domain expertise, consulting, program manager, telecom;n/a
Career Opportunities: Java Developer (46290);USD;3-5;Mexico;data science, digital transformation, engineering skills, technical architecture, domain expertise, consulting, program manager, telecom;n/a
Career Opportunities: Executive (46238);USD;5-10;Mexico;data science, digital transformation, technology services, engineering capabilities, domain expertise, consulting, program manager, telecom;n/a
Career Opportunities: Java Developer (46289);USD;3-5;Mexico;digital transformation, data science, engineering skills, domain expertise, client engagement, consulting, program manager, telecom;n/a
Career Opportunities: Devops Engineer (46034);USD;5-10;Mexico;data science, digital transformation, technology services, business consulting, deep domain expertise, program manager, telecom;n/a
Career Opportunities: Consultant (46041);USD;3-5;Mexico;data science techniques, engineering principles, digital transformation, domain expertise, consulting strategies, program manager, telecom;n/a
HTML Developer;USD;0;Thiruvananthapuram;HTML Developer, Design features, data science;n/a
Data Scientist;USD;3-6;Gurugram;visualization, bi, dashboards, data science, data scientist, statistical modeling, consulting, predictive analytics, tableau;n/a
Bagchi School of Public Health;USD;1-10;Ahmedabad;public health advocacy, interdisciplinary collaboration, environmental health knowledge, data science proficiency, research methodology;n/a
S&C Global Network - AI - Hi Tech - Data Science Sr. Analyst;USD;2-5;Bengaluru, Gurugram, Hyderabad/Secunderabad, Kolkata;data science expertise, ai model development, python programming, nlp proficiency, cloud experience, global delivery, erp, crm, machine learning;n/a
Student Researcher, BS/MS, Fall 2025;USD;0;Canada;research experience, programming languages, machine learning, data science, problem solving, job posting, recruitment, workforce, communication;n/a
Senior Product Manager  AI for Retail;USD;12-15;Canada;product management, ai technologies, data science, cross functional collaboration, market strategy, learning, communication skills;n/a
Student Researcher, 2026;USD;0;Israel;computer science, data science, machine learning, programming languages, research experience, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Senior Data Engineer (46398);USD;3-5;Mexico;digital transformation, data science, technology consulting, engineering capabilities, client engagement, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Executive (46237);USD;3-5;Mexico;data science, digital transformation, engineering expertise, consulting skills, technology services, domain expert, program manager, telecom;n/a
Career Opportunities: Deputy Manager (45952);USD;5-10;Mexico;digital transformation, data science, engineering skills, technology consulting, domain understanding, domain expert, program manager, telecom;n/a
HTML Developer;USD;0;Thiruvananthapuram;HTML Developer, Design features, data science;n/a
Business Analyst;USD;5-8;Delhi, Delhi/NCR;data analytics, big data analytics, bi, business analyst, data science, data visualization;n/a
Senior Data Engineer Manager;USD;0;Delhi, Delhi/NCR;business requirements, sql, data science, data scientist, data analytics, big data analytics, infrastructure, analyst;n/a
Senior Battery Modeling Engineer;USD;1-7;Redmond;battery modeling, data science, python automation, electrochemistry expertise, machine learning, san, algorithm development, team player;n/a
Senior Data Scientist;USD;7-11;Hyderabad/Secunderabad;Mandatory Skills : MLOPS, GenAI - LLMOps, Python - Data Science, Machine Learning - AIOPS, Deep Learning - AIOPS;n/a
Principal Product Manager-MAI;USD;10-13;Redmond;ai driven products, brand safety, digital advertising, product management, data science collaboration, product marketing;n/a
Career Opportunities: Intern (46295);USD;5-10;Mexico;digital transformation, data science, engineering solutions, domain expertise, project management, consulting, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer (46072);USD;5-10;Mexico;digital transformation, data science, engineering solutions, domain expertise, technology services, consulting, program manager, telecom;n/a
Career Opportunities: Intern (46338);USD;5-10;Mexico;data science, digital transformation, consulting services, business impact, technology solutions, domain expert, program manager, telecom;n/a
Career Opportunities: Data Engineer (46035);USD;5-10;Mexico;data science, digital transformation, client consulting, technology services, engineering expertise, domain expert, program manager, telecom;n/a
Business Analyst;USD;4-7;Chennai;data analytics, big data analytics, bi, business analyst, data science, data visualization;n/a
Principal Data Scientist;USD;5-12;Bengaluru;marketing mix modeling, data science expertise, python proficiency, sql, spark knowledge, stakeholder collaboration, ddd;n/a
CMI Coordinator;USD;1-2;Mumbai;data analysis, project management, market research, statistical approaches, consumer insights, data science, cpg, tableau;n/a
Senior Data Scientist;USD;7-11;Hyderabad/Secunderabad;Mandatory Skills : MLOPS, GenAI - LLMOps, Python - Data Science, Machine Learning - AIOPS, Deep Learning - AIOPS;n/a
Career Opportunities: Manager (44619);USD;3-7;Mexico;digital transformation, data science, technology services, engineering capabilities, competitive advantage, consulting, domain expert, program manager, telecom;n/a
Student Researcher, BS/MS, Fall 2025;USD;0;Canada;research experience, programming languages, machine learning, data science, natural language processing, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Architect (46479);USD;3-5;Mexico;digital transformation, data science, technology services, engineering capability, domain expertise, consulting, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46395);USD;3-5;Mexico;digital transformation, data science, technology services, engineering capabilities, domain expertise, consulting, program manager, telecom;n/a
Career Opportunities: Consultant (45417);USD;5-7;Mexico;digital transformation, data science, technology services, project management, domain expertise, consulting, program manager, telecom;n/a
Career Opportunities: Architect (46479);USD;3-5;Mexico;digital transformation, data science, engineering capabilities, program management, domain expertise, consulting, program manager, telecom;n/a
Student Researcher, BS/MS, Winter/Summer 2026;USD;0;Canada;research experience, programming proficiency, natural language understanding, machine learning, data science, job posting, recruitment, workforce, communication;n/a
Student Researcher, BS/MS, Fall 2025;USD;0;Canada;research experience, programming languages, machine learning, data science, natural language processing, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Assistant Manager (46555);USD;5-10;Mexico;digital transformation, data science, technology services, engineering capabilities, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (46479);USD;3-5;Mexico;digital transformation, data science, client engagement, engineering expertise, technology solutions, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (46379);USD;5-10;Mexico;digital transformation, data science, engineering capabilities, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46337);USD;5-10;Mexico;digital transformation, data science, engineering capabilities, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Software Developer (45881);USD;5-8;Mexico;data science expertise, digital transformation, domain knowledge, engineering skills, technology consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46397);USD;3-6;Mexico;digital transformation, data science expertise, engineering capabilities, client consulting, domain understanding, domain expert, program manager, telecom;n/a
Career Opportunities: Consultant (46041);USD;3-6;Mexico;data science, digital transformation, technology services, business impact, engineering capabilities, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (45024);USD;3-5;Mexico;data science, digital transformation, project management, technical architecture, engineering expertise, consulting, domain expert, program manager, telecom;n/a
Student Researcher, BS/MS, Winter/Summer 2026;USD;0;Canada;research experience, programming proficiency, natural language understanding, machine learning, data science, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Senior Data Engineer 2 (46394);USD;3-7;Mexico;data science, digital transformation, technology services, engineering capabilities, business impact, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46295);USD;3-5;Mexico;data science, digital transformation, technology services, engineering expertise, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Data Engineer (46035);USD;5-10;Mexico;data science expertise, digital transformation, engineering capabilities, technology consulting, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (44619);USD;3-7;Mexico;digital transformation, data science, technology services, engineering capabilities, competitive advantage, consulting, domain expert, program manager, telecom;n/a
Student Researcher, BS/MS, Fall 2025;USD;0;Canada;research experience, programming languages, machine learning, data science, natural language processing, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Assistant Manager (46555);USD;5-10;Mexico;digital transformation, data science, technology services, engineering capabilities, domain knowledge, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Architect (46479);USD;3-5;Mexico;digital transformation, data science, client engagement, engineering expertise, technology solutions, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Associate Director (46379);USD;5-10;Mexico;digital transformation, data science, engineering capabilities, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Intern (46337);USD;5-10;Mexico;digital transformation, data science, engineering capabilities, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Statistician-Big Data;USD;4-7;Hyderabad/Secunderabad;data analytics, big data analytics, bi, data warehousing, statistician, tableau, data science, use cases, data visualization;n/a
Assistant Manager - PL - Emerging;USD;2-3;Udaipur;data science, team management, customer escalation, sales fulfillment, data analytics, insurance, loans, portfolio, query resolution, risk;n/a
Student Researcher, BS/MS, Winter/Summer 2026;USD;0;Canada;research experience, programming proficiency, natural language understanding, machine learning, data science, job posting, recruitment, workforce, communication;n/a
Career Opportunities: Associate Director (46379);USD;1-5;Mexico;data science, engineering solutions, technology services, digital transformation, project management, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46397);USD;1-5;Mexico;data science expertise, digital transformation, technology consulting, engineering skills, business impact, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer (46399);USD;3-5;Mexico;data science, digital transformation, engineering excellence, domain understanding, client engagement, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Senior-Software Engineer (46586);USD;5-10;Mexico;data science, digital transformation, engineering expertise, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Java Developer (46289);USD;3-7;Mexico;data science expertise, engineering proficiency, digital transformation, technology consulting, domain understanding, domain expert, program manager, telecom;n/a
Career Opportunities: Director (46254);USD;3-7;Mexico;data science expertise, digital transformation, engineering skills, consulting experience, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (44622);USD;5-10;Mexico;digital transformation, data science, technology services, business impact, engineering capabilities, consulting, domain expert, program manager, telecom;n/a
Deep Learning Solution Architect - EBC;USD;2-5;Bengaluru;gpu computing, deep learning, data science, communication, problem solving, storage, infrastructure management, solution architect, customer facing;n/a
Monitoring and Evaluation Manager;USD;5-7;Pune;monitoring and evaluation, data sciences, analytics, systems, statistics, action, implementation, problem solving, data collection, planning, cutting;n/a
Data Scientist;USD;0;Delhi, Delhi/NCR;data science, predictive modeling, data scientist;n/a
Analyst, Business Analytics;USD;3-5;Chennai, Delhi, Gurugram, Delhi/NCR;data analysis, business analytics, sql, data science, analyst, statistical modeling, press, statistical analysis;n/a
Principal Data Scientist;USD;5-12;Bengaluru;marketing mix modeling, data science expertise, python proficiency, sql, spark knowledge, stakeholder collaboration, ddd;n/a
Duales Studium/ Dual Study Program in Data Science/ Artificial Intelligence at the DHBW Mannheim University, Start Sept;USD;0;Germany;data science knowledge, machine learning techniques, statistical analysis, programming skills, analytical thinking, data analytics;n/a
Senior Data Scientist;USD;7-11;Hyderabad/Secunderabad;Mandatory Skills : MLOPS, GenAI - LLMOps, Python - Data Science, Machine Learning - AIOPS, Deep Learning - AIOPS;n/a
Lead Data Scientist: AgentOps Control Plane (GCP) - Hybrid;USD;5-8;Canada;advanced data science, machine learning techniques, mlops practices, technical leadership, ai systems integration, orchestration, cgi;n/a
Career Opportunities: Senior Data Engineer (46399);USD;5-7;Mexico;digital transformation, data science, engineering expertise, client consulting, technology integration, domain expert, program manager, telecom;n/a
Career Opportunities: Senior Data Engineer 3 (46395);USD;5-10;Mexico;digital transformation, data science, engineering capabilities, program management, technology consulting, domain expert, program manager, telecom;n/a
Monitoring and Evaluation Manager;USD;5-7;Pune;monitoring and evaluation, data sciences, analytics, systems, statistics, action, implementation, problem solving, data collection, planning, cutting;n/a
Data Scientist;USD;6-8;Bengaluru;sas, sql, tableau, data science, data scientist, statistical modeling, text mining, data visualization, predictive analysis;n/a
Analyst, Business Analytics;USD;3-5;Chennai, Delhi, Gurugram, Delhi/NCR;data analysis, business analytics, sql, data science, analyst, statistical modeling, press, statistical analysis;n/a
Senior Solutions Manager;USD;9-11;Bengaluru;data science, artificial intelligence, natural language processing, programming knowledge, document processing, java, technical skills, python, kofax;n/a
Duales Studium/ Dual Study Program in Data Science/ Artificial Intelligence at the DHBW Mannheim University, Start Sept;USD;0;Germany;data science knowledge, machine learning techniques, statistical analysis, programming skills, analytical thinking, data analytics;n/a
Senior Data Engineer;USD;3-5;Hyderabad/Secunderabad;Mandatory Skills : Snowflake, ANSI-SQL, Dimensional Data Modeling, Snowflake AI, ML, Snowflake-Data Science;n/a
Career Opportunities: Senior-Software Engineer (46586);USD;5-10;Mexico;data science, digital transformation, engineering expertise, domain understanding, technology services, consulting, domain expert, program manager, telecom;n/a
Career Opportunities: Java Developer (46289);USD;3-7;Mexico;data science expertise, engineering proficiency, digital transformation, technology consulting, domain understanding, domain expert, program manager, telecom;n/a
Career Opportunities: Director (46254);USD;3-7;Mexico;data science expertise, digital transformation, engineering skills, consulting experience, domain knowledge, domain expert, program manager, telecom;n/a
Career Opportunities: Manager (44622);USD;5-10;Mexico;digital transformation, data science, technology services, business impact, engineering capabilities, consulting, domain expert, program manager, telecom;n/a
Deep Learning Solution Architect - EBC;USD;2-5;Bengaluru;gpu computing, deep learning, data science, communication, problem solving, storage, infrastructure management, solution architect, customer facing;n/a
Senior Business Analyst;USD;5-10;Hyderabad/Secunderabad;data analytics, big data analytics, consulting, data warehousing, senior business analyst, data science, data visualization;n/a
Data Scientist;USD;0;Delhi, Delhi/NCR;data science, predictive modeling, data scientist;n/a
Data Science Consultant  Real World Evidence - Gurgaon/Pune (2 to 4 Years of Experience);USD;2-4;Gurugram, Pune;algorithms, data mining, java, hadoop, big data, python, problem solving, machine learning, consultant;n/a
Senior Applied Scientist - Oracle Health;USD;3-5;Bengaluru, Hyderabad/Secunderabad;machine learning, data science, model training, algorithm design, statistical analysis, algorithms, security, software engineering, oracle;n/a
Senior Data Scientist 8 Yrs position in Bangalore,Karnataka;USD;5-10;Bengaluru;data science methods, python programming, ai model deployment, cloud technologies, team leadership, machine learning, html;n/a
Student Researcher, BS/MS, Fall 2025;USD;0;Canada;research experience, programming languages, data science, machine learning, statistical analysis, job posting, recruitment, workforce, communication;n/a
