,name,salary,currency,experience,location,skills,extra_data,link,isparsing
76,Аналитик склада запасных частей,0,RUB,3,Долматово (Московская область),"Работа в команде, Пользователь ПК, Работа с большим объемом информации, Аналитическое мышление, Деловая переписка, Работа с базами данных, Ответственность, Обучаемость, MS Excel, MS Word, Анализ данных, MS Office, Сбор и анализ информации, Аналитика",0,https://russia.superjob.ru/vakansii/analitik-sklada-zapasnyh-chastej-51545295.html,1
77,Финансовый менеджер-аналитик,180000,RUB,6,Москва,"MS Excel, Умение работать в команде, Финансовый анализ, Бюджетирование, Управленческая отчетность, Финансовая отчетность, Анализ текущих финансовых показателей, Экономический анализ",0,https://russia.superjob.ru/vakansii/finansovyj-menedzher-analitik-51546092.html,1
78,Финансовый аналитик/финансовый менеджер,50000,RUB,1,Москва,"Работа с большим объемом информации, Английский язык, Аналитическое мышление, MS Excel, Анализ данных, SQL, Финансовый анализ, Финансовый контроль, Финансовое моделирование, Управленческая отчетность, Финансовое планирование, Финансовая отчетность, Анализ финансовых показателей",0,https://russia.superjob.ru/vakansii/finansovyj-analitik-51541560.html,1
79,Аналитик (отдел отраслевого анализа),0,RUB,3,Москва,"MS Excel, Анализ данных, Сбор и анализ информации",0,https://russia.superjob.ru/vakansii/analitik-39573417.html,1
80,Ведущий аналитик бизнес-процессов и CRM/Team Lead,0,RUB,3,Москва,0,"Основные задачи:, Лидирование команды из 3х человек;, Участие в доработке CRM (написание ТЗ, интеграция);, Разработка отчетов, формирование воронок продаж из CRM;, Оценка качества данных;, Разработка отчетов в BI (Tableau/Power BI/Excel);, Анализ воронки продаж, отчетов, поиск точек роста;, Взаимодействие с заказчиками по доработке отчетов;, Проработка методологии расчёта показателей;, Разработка и реализация аналитической стратегии;, Сбор, обработка и интерпретация объемного массива данных для выявления тенденций и формулирования прогнозов:, Подготовка аналитических отчетов и презентаций для высшего руководства и других заинтересованных сторон;, Контроль качества аналитических материалов;, Описание бизнес-процессов в Коммерческом Департаменте (новых и действующих);, Формирование стандартов и регламентов работы;, Своевременная актуализация действующих документов;, Участие в запуске и методологическое сопровождение новых проектов;, Формирование «базы знаний» подразделения (учебные материалы, скрипты, презентации по продуктам и т.д.);, Анализ бизнес процессов по продажам их оптимизация и актуализация;, Сбор данных из различных источников, включая внутренние отчеты, финансовые документы, исследования рынка и конкурентной среды;, Разработка визуализаций и презентаций для наглядного представления результатов анализа и рекомендаций;, Оценка текущих стратегий и инициатив, их эффективности и целесообразности;, Формулирование рекомендаций на основе анализа для улучшения бизнес-процессов и достижения стратегических целей., Что будет Вашим преимуществом:, Релевантный опыт от 3х лет на позиции старшего, ведущего аналитика или team lead, Умение и опыт написания стандартов, регламентов, инструкций в сфере продаж, клиентского сервиса или контактных центров, Опыт описания бизнес процессов в CRM, Опыт разработки отчетов в BI (Tableau/Power BI/Excel), Опыт анализа эффективности маркетинговых активностей;, Умение обрабатывать и структурировать большие объёмы данных, выявлять закономерности и формулировать выводы как письменно так и устно;, Способность видеть общую картину и разрабатывать долгосрочные стратегии на основе анализа, Знание SQL , опыт работы с BI системами, Опыт аналитической работы с воронками продаж, Опыт разработки и оптимизации отчетов в Excel, Опыт постановки и проверки гипотез, Опыт построение воронок продаж и маркетинга, Работа в JIRA/Confluence, Опыт подготовки презентаций в Power Point, Для вас мы предлагаем:, Официальное трудоустройство: оформление с полным пакетом социальных гарантий, включая отпуск и больничные, Комфортные кафе и столовые: уютные пространства для общения с коллегами за чашкой кофе, обсуждения совместных проектов и последних корпоративных новостей, Уникальная атмосфера в команде: разнообразие поколений и культур, способствующее созданию вдохновляющей рабочей среды, Инвестиции в ваше будущее: повышение компетенций и внедрение лучших мировых практик для вашего профессионального роста, Возможность посещения бизнес-мероприятий: участие в мероприятиях, способствующих расширению профессиональных связей и знаний, Корпоративные фитнес-услуги: на площадке корпорации доступны фитнес-залы, залы для занятий йогой, SPA-центры и массажные кабинеты с персональной скидкой для сотрудников, Поддержка на этапе адаптации: вас будет сопровождать наставник и руководитель, которые помогут вам бережно интегрироваться в коллектив.",https://russia.superjob.ru/vakansii/veduschij-analitik-biznes-processov-i-crm-51091195.html,1
81,Главный аналитик внутренней отчетности,118600,RUB,1,Санкт-Петербург,0,"Обязанности:, Осуществление сбора, консолидации и хранения сведений по результатам работы с дебиторской задолженностью за ЖКУ;, Своевременное формирование и направление в адрес контрагентов отчетов о проведенной работе;, Подготовка сводных аналитических справок, отчетов, обзоров и презентаций по направлению работы с дебиторской задолженностью за ЖКУ;, Участие в разработке требований к программному комплексу, доработке, изменении программного обеспечения;, Формирование технических заданий и взаимодействие с разработчиками в рамках процесса внесения доработок, изменения программного обеспечения, используемого в работе с дебиторской задолженностью за ЖКУ;, Участие в тестировании новых версий программного комплекса., Требования:, Высшее образование;, Отличное знание и практический опыт обработки и анализа данных, работа в MS Visio, MS Access, системах веб-аналитики, а также с инструментами визуализации данных (в том числе MS Power BI);, Приветствуется опыт работы в крупных организациях с большой клиентской базой, большим объемом документооборота;, Навыки делового общения, последовательность в решении поставленных задач, высокая работоспособность в режиме многозадачности., Условия:, Заработная плата: 118 600 руб. (до вычета НДФЛ);, Пятидневная рабочая неделя (пн-чт с 9 до 18, пт с 9 до 17);, Годовая премия;, Полный пакет социальных гарантий (расширенный пакет ДМС);, Официальное оформление по ТК РФ;, Место работы в 5 мин. ходьбы от ст. м. Пл. Ленина.",https://russia.superjob.ru/vakansii/glavnyj-analitik-vnutrennej-otchetnosti-50555988.html,1
82,"Специалист отдела свода расходов на обеспечение деятельности Отделения, Аналитик",70000,RUB,1,Москва,"Коммуникабельность, Исполнительность, Ответственный подход к работе",0,https://russia.superjob.ru/vakansii/specialist-otdela-svoda-rashodov-na-obespechenie-deyatelnosti-otdeleniya-50536271.html,1
83,Старший аналитик в отдел контроллинга\Senior Controlling Analyst,0,RUB,1,Москва,"MS Excel, MS PowerPoint, Аналитический склад ума, SQL, Power BI, 1C, DAX, Power Pivot",0,https://russia.superjob.ru/vakansii/starshij-analitik-v-otdel-kontrollinga-51158700.html,1
84,Системный администратор / аналитик данных,30000,RUB,1,Санкт-Петербург,0,"Вакансия компании МЕЖРАЙОННЫЙ ОТДЕЛ ВНЕВЕДОМСТВЕННОЙ ОХРАНЫ ПО ПЕТРОДВОРЦОВОМУ РАЙОНУ Г. САНКТ-ПЕТЕРБУРГА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО КАЗЕННОГО УЧРЕЖДЕНИЯ ""УПРАВЛЕНИЕ ВНЕВЕДОМСТВЕННОЙ ОХРАНЫ ВОЙСК НАЦИОНАЛЬНОЙ ГВАРДИИ РОССИЙСКОЙ ФЕДЕРАЦИИ ПО Г. САНКТ-ПЕТЕРБУРГУ И ЛЕНИНГРАДСКОЙ ОБЛАСТИ"", Отделу вневедомственной охраны по Петродворцовому району г. Санкт-Петербурга требуются сотрудник на должность системного администратора - аналитика данных (более подробную об имеющихся вакансиях можно получить при собеседовании)., Обязанности:, - Сбор, систематизация и хранение данных по направлениям деятельности отдела. - Контроль корректности и полноты информации, поступающей из подразделений. - Подготовка данных для анализа и отчетности. - Анализ статистических показателей, выявление тенденций и отклонений. - Подготовка аналитических справок, отчетов и предложений для руководства. - Контроль за правильностью ведения баз данных и формой отчетности., Требования:, - Высшее образование, незаконченное высшее или среднее техническое образование. - Опыт работы в аналогичной должности приветствуется. - Владение инструментами анализа и визуализации данных. - Умение работать с массивами данных, выявлять закономерности и готовить выводы. - Аналитический склад ума, внимательность, аккуратность при работе с данными., Условия:, - Полный рабочий день в комфортном офисе в центре Петергофа. - Стабильная заработная плата, обсуждаемая на собеседовании. - Оформление по ТР РФ. - Социальные гарантии и полный пакет льгот (оплачиваемый больничный лист, отпуск 28 календарных дней). - Возможность льготного лечения в ведомственных санаториях Росгвардии. - Дружелюбная атмосфера в команде, совместные мероприятия и корпоративы.",https://russia.superjob.ru/vakansii/sistemnyj-administrator-51280485.html,1
85,"Специалист по работе с данными, Аналитик данных, Оператор баз данных",0,RUB,0,Казань,0,"Обязанности:, Формировать отчетность и статистические данные;, Анализировать статистическую информацию;, Вводить данные в базы;, Взаимодействовать с другими структурными подразделениями;, Проявлять активность и предлагать пути совершенствования деятельности., Требования:, Высшее образование, средне-профессиональное образование;, Без предъявления требований к стажу работы;, Навыки работы с компьютерной и другой оргтехникой, а также умение использовать в работе необходимое программное обеспечение;, Дисциплинированность и ответственность;, Быстрая адаптация к новым условиям изменения законодательства., Условия:, Официальное трудоустройство, гарантии в соответствии с ТК РФ;, График работы с 08.30 до 17.30;, Сильная команда наставников;, Непрерывное корпоративное и профессиональное обучение на всех этапах работы;, Работа в стабильной организации», Стабильный доход и выплаты дважды в месяц, премии и надбавки»;, Возможность работать на благо общества»;, Возможность улучшать качество услуг в социальной сфере»;, Перспективы карьерного роста»;, Возможность решать интересные и значимые задачи».",https://russia.superjob.ru/vakansii/specialist-po-rabote-s-dannymi-50493347.html,1
86,Аналитик данных / Разработчик SQL,75000,RUB,1,Москва,0,"Опыт работы: 1–3 года, Полная занятость, График: 5/2, Рабочие часы: 8, Формат работы: очный (работник находится в офисе), Обязанности:, формирование SQL запросов к базам данных (уверенное знание postgresql, или IBM DB2, или MS SQL Server, использование оконных функций, ветвлений, циклов, триггеров, процедур и т. д.)., понимание и умение работать с форматами xml, csv. Опционально – умение работать с форматом json., умение программировать на python (обработка xml, csv) будет дополнительным плюсом, Требования:, знание реляционных баз данных, навыки и опыт работы с SQL;, базовые навыки работы с MS Excel, аккуратность, внимательность, логическое мышление, аналитические способности, исполнительность, Условия:, место работы в Москве. Удаленного формата работы НЕТ., стабильная зарплата (2 раза в месяц) + бонусы;, оформление, отпуск, больничный и пр. - по ТК РФ;, возможность быстрого профессионального и карьерного роста;, отличная материальная база для профессионального развития;, возможность обучения за счет работодателя;, дополнительный ежегодный отпуск от 8 до 10 календарных дней в зависимости от должности, Ключевые навыки, SQL, Работа с базами данных",https://russia.superjob.ru/vakansii/analitik-dannyh-50648632.html,1
87,Аналитик данных (Департамент финансового урегулирования),0,RUB,1,Москва,0,"Обязанности:, подготовка аналитической, операционной и управленческой отчетности;, проведение аналитических исследований и выработка, на их основе, рекомендаций по изменению процессов взыскания., Требования:, наличие опыта работы во взыскании (как преимущество);, знание правовой базы, процессов, показателей и метрик работы с проблемными/ непрофильными активами физических лиц;, опыт проведения самостоятельных аналитических исследований;, знание SQL и Python на уровне middle.",https://russia.superjob.ru/vakansii/analitik-dannyh-51255492.html,1
88,Аналитик,0,RUB,0,0,0,0,https://russia.superjob.ru/vakansii/analitik.html,1
89,Ведущий аналитик,0,RUB,0,0,0,0,https://russia.superjob.ru/vakansii/veduschij-analitik.html,1
90,Ведущий аналитик бизнес-процессов и CRM/Team Lead,0,RUB,3,Москва,0,"Основные задачи:, Лидирование команды из 3х человек;, Участие в доработке CRM (написание ТЗ, интеграция);, Разработка отчетов, формирование воронок продаж из CRM;, Оценка качества данных;, Разработка отчетов в BI (Tableau/Power BI/Excel);, Анализ воронки продаж, отчетов, поиск точек роста;, Взаимодействие с заказчиками по доработке отчетов;, Проработка методологии расчёта показателей;, Разработка и реализация аналитической стратегии;, Сбор, обработка и интерпретация объемного массива данных для выявления тенденций и формулирования прогнозов:, Подготовка аналитических отчетов и презентаций для высшего руководства и других заинтересованных сторон;, Контроль качества аналитических материалов;, Описание бизнес-процессов в Коммерческом Департаменте (новых и действующих);, Формирование стандартов и регламентов работы;, Своевременная актуализация действующих документов;, Участие в запуске и методологическое сопровождение новых проектов;, Формирование «базы знаний» подразделения (учебные материалы, скрипты, презентации по продуктам и т.д.);, Анализ бизнес процессов по продажам их оптимизация и актуализация;, Сбор данных из различных источников, включая внутренние отчеты, финансовые документы, исследования рынка и конкурентной среды;, Разработка визуализаций и презентаций для наглядного представления результатов анализа и рекомендаций;, Оценка текущих стратегий и инициатив, их эффективности и целесообразности;, Формулирование рекомендаций на основе анализа для улучшения бизнес-процессов и достижения стратегических целей., Что будет Вашим преимуществом:, Релевантный опыт от 3х лет на позиции старшего, ведущего аналитика или team lead, Умение и опыт написания стандартов, регламентов, инструкций в сфере продаж, клиентского сервиса или контактных центров, Опыт описания бизнес процессов в CRM, Опыт разработки отчетов в BI (Tableau/Power BI/Excel), Опыт анализа эффективности маркетинговых активностей;, Умение обрабатывать и структурировать большие объёмы данных, выявлять закономерности и формулировать выводы как письменно так и устно;, Способность видеть общую картину и разрабатывать долгосрочные стратегии на основе анализа, Знание SQL , опыт работы с BI системами, Опыт аналитической работы с воронками продаж, Опыт разработки и оптимизации отчетов в Excel, Опыт постановки и проверки гипотез, Опыт построение воронок продаж и маркетинга, Работа в JIRA/Confluence, Опыт подготовки презентаций в Power Point, Для вас мы предлагаем:, Официальное трудоустройство: оформление с полным пакетом социальных гарантий, включая отпуск и больничные, Комфортные кафе и столовые: уютные пространства для общения с коллегами за чашкой кофе, обсуждения совместных проектов и последних корпоративных новостей, Уникальная атмосфера в команде: разнообразие поколений и культур, способствующее созданию вдохновляющей рабочей среды, Инвестиции в ваше будущее: повышение компетенций и внедрение лучших мировых практик для вашего профессионального роста, Возможность посещения бизнес-мероприятий: участие в мероприятиях, способствующих расширению профессиональных связей и знаний, Корпоративные фитнес-услуги: на площадке корпорации доступны фитнес-залы, залы для занятий йогой, SPA-центры и массажные кабинеты с персональной скидкой для сотрудников, Поддержка на этапе адаптации: вас будет сопровождать наставник и руководитель, которые помогут вам бережно интегрироваться в коллектив.",https://russia.superjob.ru/vakansii/veduschij-analitik-biznes-processov-i-crm-51091195.html,1
91,Ведущий аналитик 1С,90000,RUB,3,Екатеринбург,"1С: Предприятие 8, Аналитик, 1С ЗУП 8.3",0,https://russia.superjob.ru/vakansii/veduschij-analitik-1s-51022455.html,1
92,Ведущий аналитик 1С:УХ,0,RUB,3,Санкт-Петербург,1С УХ,0,https://russia.superjob.ru/vakansii/veduschij-analitik-1s-51291243.html,1
93,Бизнес-аналитик,0,RUB,0,Москва,"Аналитическое мышление, Анализ данных, Оптимизация бизнес-процессов",0,https://russia.superjob.ru/vakansii/biznes-analitik-29171369.html,1
94,Аналитик 1С,120000,RUB,1,Москва,0,"Вакансия компании: kinostore, Наша компания KinoStore (до ребрендинга — KremlinStore) успешно работает на рынке профессиональной фото- и видеотехники: много лет мы предлагаем широкий ассортимент оборудования для съёмки — от камер и объективов до света и аксессуаров для блогеров, видеографов и продакшенов. Открываем вакансию 1С-аналитика, чтобы усилить команду и обеспечить гибкость и точность учёта при дальнейшей экспансии бизнеса., Условия:, Работа с IT-командой, где программисты занимаются кодом, а вы логикой учёта, Оформление по ТК, Офис А класса рядом с м. Тульская, В офисе есть кухня, кофемашина, печеньки, Рабочее место и все необходимое оборудование, Обязанности:, Контроль корректности учёта в 1С (УТ + Бухгалтерия): остатки, себестоимость, взаиморасчёты, движение по регистрам., Диагностика причин ошибок при закрытии месяца и формировании себестоимости., Взаимодействие с бухгалтерами и отделом продаж по вопросам корректного оформления документов., Анализ связки УТ ↔ БП ↔ маркетплейсы (Ozon, Wildberries, Я.Маркет) — проверка корректности обменов, отражения выручки, комиссий и остатков., Контроль интеграции с розничными точками и онлайн-кассами (фискальные чеки, эквайринг, возвраты)., Постановка задач программистам 1С и контроль внедрения изменений., Участие в закрытии месяцев, контроль правильности проводок и движения по регистрам., Предложение улучшений в бизнес-процессах, снижение ручного труда, автоматизация рутин., Подготовка обучающей документации (инструкции, гайды, чек-листы по операциям и типовым ошибкам)., Требования:, Опыт работы с 1С:УТ 11 и 1С:Бухгалтерия 3.0 (глубокое понимание учётных механизмов)., Понимание связки УТ ↔ БП, принципов формирования движения товаров, доходов и расходов., Опыт анализа и контроля закрытия месяцев, Опыт работы с компаниями, ведущими оптовую, розничную и маркетплейс-торговлю., Навык анализа движений по регистрами и объяснения причин расхождений, Умение ставить задачи разработчикам (логично, структурно), Приветствуется понимание API-интеграций.",https://russia.superjob.ru/vakansii/analitik-1s-51293258.html,1
95,Бизнес-аналитик / Стажер,0,RUB,0,Москва,0,"О команде, , Мы развиваем дата-продукты VK Tech — решения для сбора, хранения и работы с большими данными. Наш портфель включает продукты для локального и облачного развёртывания, а клиентская база охватывает всех — от крупнейших банков до государственных компаний., , Ключевые задачи, , Исследование рынка: поиск, сбор и анализ информации о компаниях в сфере Big Data, AI и ML, Участие во внутренних исследованиях рынка и продуктов, Подготовка регулярных отчётов и аналитики по продуктовым метрикам, Создание материалов о продуктах для смежных команд (продажи, маркетинг), Мониторинг планов развития глобальных игроков и локальных конкурентов, Ведение и актуализация базы знаний о продуктах направления, Требования к кандидату, , Интерес к IT-продуктам и их развитию, Готовность погружаться в технические особенности продуктов и аналитику, Желание развиваться в направлениях: аналитика, стратегия, исследования, продуктовый менеджмент, Способность к совместной работе с техническими экспертами, маркетологами и продакт-менеджерами, Будет преимуществом, , Участие в кейс-чемпионатах, Мы предлагаем, , Команда: Работа с ведущими экспертами индустрии, готовыми делиться опытом, , Проекты: Участие в разработке 200+ технологических продуктов, которые используют свыше 95% аудитории Рунета, , Оснащение:, , Специализированные гаджеты, Дополнительные мониторы для комфортной работы, Развитие:, , Митапы, конференции и семинары, Профессиональные тренинги, Здоровье и комфорт:, , Фреш-бар с овощами и фруктами, Спортивный зал с тренажёрами, Офис в 5 минутах от метро, Крытый паркинг и велопарковка, Летний прокат велосипедов, лонгбордов и самокатов, Корпоративная культура:, , Мастер-классы и тимбилдинги, Совместные просмотры кино, Участие в VK Fest",https://russia.superjob.ru/vakansii/biznes-analitik-51547017.html,1
96,Ведущий специалист аналитического отдела,0,RUB,3,Санкт-Петербург,0,"Обязанности:, проведение аналитической обработки данных по выполнению государственных контрактов и деятельности предприятия;, подготовка регулярной отчетности (оперативной, месячной, квартальной, годовой) по ключевым показателям работы;, разработка и сопровождение аналитических инструментов (дашборды, модели, базы данных); участие в планировании и прогнозировании деятельности предприятия;, взаимодействие с подразделениями СПб ГУП «Горэлектротранс» для сбора и уточнения исходных данных;, подготовка аналитических материалов для руководства, участие в совещаниях и подготовке управленческих решений;, разработка предложений по оптимизации процессов на основе анализа данных;, подготовка проектов приказов, указаний, инструкций и других документов в части аналитической деятельности., формирование и представление отчётности руководителю., , , Требования:, Высшее (экономическое, инженерно-экономическое, прикладная математика, статистика, информатика, аналитика данных); стаж/опыт работы: не менее 3 лет в области анализа данных, отчетности или планово-экономической деятельности., Дополнительные требования:, уверенный пользователь ПК;, знание основ делопроизводства;, опыт работы с отчетностью, аналитикой, финансовыми и статистическими данными;, отличное владение Excel, знание PowerPoint, Word; – навыки работы с аналитическими инструментами (Power BI, либо аналогичные системы) приветствуются;, уверенный пользователь оргтехники;, умение работать с большими объемами информации., Условия:, Мы предлагаем социальные гарантии своим сотрудникам:, Ежегодный оплачиваемый отпуск, Оплату больничных листов;, Медицинское обслуживание для сотрудников и санаторно-курортное лечение;, Коллективный договор и профсоюз, Выплаты материальной помощи в различных жизненных ситуациях;, Доплаты к заработной плате от 1 года работы;, Льготные путевки в ДОЛ «Зарница» для детей сотрудников., Активная молодежная политика, спортивные и культурные мероприятия.",https://russia.superjob.ru/vakansii/veduschij-specialist-analiticheskogo-otdela-50986672.html,1
97,Ведущий консультант отдела методологии работы с данными,0,RUB,3,Москва,0,"Отдел выполняет роль координационного центра по данным: организация процессов подключения и обновления данных, сопровождение регламентов и SLA, ведение учёта интеграций; управление внутренними проектами и внешними контрактами, связанными с данными; взаимодействие с заказчиками, владельцами данных и подрядчиками. Ориентируемся на кандидатов с потенциалом роста; приветствуется сильное знание СФР изнутри., Обязанности:, организация процессов подключения, обновления и обмена данными, сопровождение регламентов и SLA;, подготовка и актуализация методических документов: стандарты интеграций, форматы обмена, расписания, процедуры приёмки;, ведение учёта интеграций и интерфейсов (каталог интеграций), актуализация контактных лиц и зон ответственности;, функции проектного офиса (PMO): планирование, риск-менеджмент, контроль сроков и качества исполнителей;, сопровождение внешних контрактов, связанных с данными: подготовка ТЗ/ТТ, участие в согласовании, контроль исполнения, приёмка результатов;, взаимодействие с отделом качества данных по требованиям к полноте/актуальности и корректировкам процессов;, взаимодействие с отделом развития и сопровождения платформы по настройке интеграций, расписаний, доступов и технической реализации;, взаимодействие с отделом аналитики и ИИ по формализации требований к наборам данных и витринам;, подготовка отчётности по проектам, SLA и статусам работ для руководства департамента., Требования:, высшее образование в области информационных технологий, управления, экономики или социологии. Возможны кандидаты с иным образованием при наличии опыта проектной/организационной работы и понимания процессов СФР;, желателен опыт от 3 лет в проектном управлении, сопровождении ИС, интеграциях или организационной работе (проектный менеджер/аналитик/координатор);, рассматриваются внутренние сотрудники, участвовавшие в проектах СФР (запуск сервисов, интеграции, отчётность);, MS Excel (уверенно), MS Project или аналоги, ПО ведения базы знаний и регламентов, ПО управления задачами, Visio/Draw. io (схемы процессов);, базовые навыки работы с SQL на уровне чтения и проверки;, понимание жизненного цикла данных и процессов их обмена и обновления;, умение описывать процессы, готовить регламенты, SLA и чек-листы приёмки;, координация взаимодействия между владельцами данных, ИТ-подразделениями и подрядчиками;, базовое понимание ETL, API, форматов обмена (XML/JSON/CSV), расписаний загрузок;, постановка задач и контроль сроков/качества работ;, ведение проектной документации;, подготовка ТЗ/ТТ, планов, отчётности по проектам и контрактам., Дополнительные требования:, организованность, коммуникабельность, умение вести несколько задач параллельно;аккуратность в документах;, готовность к обучению и стандартизации процессов;, приветствуется знание внутренних регламентов СФР и практики взаимодействия с государственными ИС., Условия:, Работа в офисе Госорганизации;, График работы с 9-00 до 18-00, в пятницу с 9-00 до 16-45;, Официальная заработная плата без задержек;, Ежегодный отпуск 38 дней, выплата к отпуску;, Оплачиваемый больничный;, Доход работника на старте состоит из оклада и ежемесячного денежного поощрения, что составляет 44893 руб., по истечении 3-месячного периода устанавливаются надбавки, учитывающие квалификацию и интенсивность условий работы (не менее 90% оклада);, Ежемесячные и ежеквартальные премии по результатам работы;, Оплачиваемое повышение квалификации;, Бесплатный спортивный зал и бассейн;, Столовая с демократичными ценами.",https://russia.superjob.ru/vakansii/veduschij-konsultant-otdela-metodologii-raboty-s-dannymi-51181563.html,1
