name,salary,currency,experience,location,link,skills
Инженер по ИИ-конвейерам (n8n + Python),250000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/128145229,"Python, SQL, JavaScript, TypeScript, BigQuery, LLM, LangChain, MCP, RPA, Docker, GitHub, REST API, Node.js, Grafana, RAG, Git, Gitlab"
Маркетолог-аналитик (B2G сегмент),120000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127725725,"SMS-маркетинг, Интернет-маркетинг, Продвижение бренда, Работа в команде, Маркетинговые коммуникации, B2G-маркетинг, Конкурентная аналитика, Анализ рынка, Маркетинговый анализ"
Аналитик 1С направление Auto Id (складской учет и маркировка),130000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128016369,"1С: Управление Торговлей, Ведение переговоров, Удаленная работа, Моделирование бизнес процессов, 1С: Предприятие 8, Бизнес-аналитика, Автоматизация процессов, Желание учиться"
Аналитик медиа / социальных медиа (медиааналитик),40000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128100739,"Английский язык, Грамотная речь, Работа с большим объемом информации, Деловая переписка, Деловая коммуникация, Сбор и анализ информации, Мониторинг упоминаемости компании в СМИ, Medialogia, Деловое общение, Анализ рынка, Аналитические исследования, Подготовка отчетов, Ведение деловой переписки, Аналитические навыки, Аналитическое мышление, Работа в условиях многозадачности, SWOT анализ, Уверенный пользователь MS Office"
Главный специалист-эксперт (Департамент развития отрасли информационных технологий),65000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/126981962,"MS Excel, Информационные технологии, Работа с большим объемом информации, Электронный документооборот, Аналитическое мышление"
Руководитель по развитию партнёрской сети / Сетевой маркетинг,150000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127628587,"Развитие продаж, Управление продажами, Организаторские навыки, Руководство коллективом, Обучение персонала, Мотивация персонала, Управление командой, Обучение и развитие, Стратегическое мышление, Планирование продаж, Управленческие навыки, Анализ бизнес показателей, Аналитика продаж, Анализ продаж, Руководство командой"
Главный экономист в строительстве,229885,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/124295181,
IT-рекрутер партнер,100000,RUB,0,Москва / Россия,https://hh.ru/vacancy/127816340,"Подбор персонала, IT Recruitment, Подбор сотрудников, Recruitment, HR, Навыки переговоров, Оценка кандидатов, Навыки продаж"
"Менеджер по работе/развитию клиентов (ЭТМ, Русский свет)",120000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/128018127,
"Стажер программы Ground Up, продвижение и активации в E-com",111900,RUB,0,Москва / Россия,https://hh.ru/vacancy/127721303,
Руководитель отдела клиентского опыта и развития продаж (Управляющий клиентским сервисом),150000,RUB,3–6,,https://hh.ru/vacancy/128172259,"Управление командой, Руководство коллективом, Развитие продаж, Мотивация персонала, Оптимизация бизнес-процессов, Планирование продаж, Навыки презентации, Битрикс24, Лидерские качества, Деловая переписка, Управление работой с ключевыми клиентами"
Директор по цифровой трансформации,420000,RUB,6,Москва / Россия,https://hh.ru/vacancy/127983647,
Менеджер по маркетингу,70000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/128092525,"Деловая коммуникация, Английский язык, Проведение презентаций, Подготовка презентаций, Маркетинговые исследования, Английский — B1 — Средний"
Бизнес-ассистент руководителя,100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128058792,"Работа с большим объемом информации, Организаторские навыки, Аналитическое мышление, Организация встреч, Поиск информации в интернет, Административная поддержка руководителя, Стратегическое мышление, Управление командой"
Заместитель начальника отдела аналитики по эксплуатации учреждений,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128007053,"MS Excel, Сводные таблицы, Power Query, Power Pivot, Работа с базами данных, MS SQL, Анализ данных"
Таргетолог/специалист по таргетированной рекламе(Facebook Ads + TikTok Ads),2500,BYN,1–3,Минск / Беларусь,https://hh.ru/vacancy/127881851,
Администратор Сети магазина косметики,350000,KZT,6,Астана / Казахстан,https://hh.ru/vacancy/128150252,"Управление продажами, Мерчандайзинг, Обучение и развитие, Подбор персонала, Руководство коллективом, Формирование команды, Управление складскими запасами, Организационные навыки, Администрирование, Управленческая отчетность"
Middle .NET Developer (C# / ASP.NET Core),220000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127641957,"С#, PostgreSQL, Elasticsearch, LINQ, ASP.NET Core, Dapper, FluentMigrator, Entity Framework Core, Swagger, Hangfire, Quartz.NET, Kubernetes, GitLab CI, REST API"
Senior Product analyst (India),6000,EUR,6,Москва / Россия,https://hh.ru/vacancy/127922527,"SQL, Power BI, Бизнес-анализ, Английский — B2 — Средне-продвинутый"
Коммерческий директор в компанию по производству светопрозрачных конструкций,100000,RUB,6,Хабаровск / Россия,https://hh.ru/vacancy/128074211,"Планирование продаж, Аналитика продаж, CRM, Оперативное планирование, Планирование, Управленческая отчетность, Навыки переговоров, Деловая коммуникация, Управление работой с ключевыми клиентами, Управление производством, Руководство коллективом, Управление командой, Организаторские навыки, B2B Продажи, Деловое общение"
Middle Системный аналитик МСК,170000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127475243,"SQL, REST, UML, BPMN, PostgreSQL, JSON"
Директолог,90000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127952839,Обязательный опыт работы с обувью и одеждой.
Инженер-электроник / инженер-электронщик,127000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127463021,
Инженер-электроник / инженер-электронщик,127500,RUB,0,Новосибирск / Россия,https://hh.ru/vacancy/127422597,"Pl/Python, PyTorch, Docker, Git"
Инженер-электроник / инженер-электронщик,127000,RUB,0,Москва / Россия,https://hh.ru/vacancy/127421293,
Маркетолог / Проджект менеджер,220000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127999241,"Проверка статистических гипотез, Аналитическое мышление, SEO, AppsFlyer, Медиапланирование"
IOS-разработчик (Middle+/Senior),275000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127874808,"Git, REST, SOLID, iOS, UIKit, Swift, MVP, VIPER, MVC, HTTPS, GCD, MVVM, Operation"
SEO Specialist / CEO Специалист,1200,USD,1–3,Москва / Россия,https://hh.ru/vacancy/128087197,
Аналитик Маркетплейсы (офис),70000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127877666,"MS PowerPoint, Ориентация на результат, MS Outlook, Битрикс 24, MS Excel"
Middle GO Backend-разработчик Core team,1200000,KZT,3–6,Алматы / Казахстан,https://hh.ru/vacancy/127444012,"MySQL, Redis, Elasticsearch, Linux, Nginx, Docker, Golang, Kubernetes, MongoDB, Git, Go, PHP"
Руководитель отдела продаж в логистическую компанию,475000,KZT,1–3,Алматы / Казахстан,https://hh.ru/vacancy/127525240,"Развитие продаж, Управление продажами, Холодные продажи, Аналитика продаж, Бизнес-планирование, Стратегическое планирование, Стратегическое мышление, Подбор персонала, Управленческие навыки, Управление командой, Поиск и привлечение клиентов, B2B Продажи, Обучение персонала, Обучение и развитие, Мотивация персонала, Заключение договоров, Телефонные переговоры, Международная логистика, Битрикс24"
Middle Java разработчик,200000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128053970,"Java, Hadoop, Spring Framework, Maven, REST API, Kafka, Docker, Java SE, PostgreSQL, MySQL, ETL, Английский — B1 — Средний"
Cпециалист по автоматизации технических процессов,73500,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/125933542,
Старший специалист по разработке нейронных сетей (Middle\Senior Data Scientist),450000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128097161,
Помощник/ассистент руководителя отдела ведения клиентов ВЭД,120000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127240611,"Деловая переписка, Документальное сопровождение, Аналитическое мышление, Телефонные переговоры, Организаторские навыки, Работа с документами, Работа с базами данных, исполнение поручений руководителя, Административная поддержка руководителя, Логистика поставок, Составление договоров, Исполнение личных поручений руководителя, ВЭД, Точность и внимательность к деталям, Ведение переписки"
"Web-дизайнер (UI/UX, Tilda)",40000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127648530,"Tilda, Figma, Веб-дизайн, Создание дизайн-системы, Разработка фирменного стиля, Adobe Photoshop, Adobe Illustrator, Адаптивный дизайн, Прототипирование, Разработка логотипов"
Технический писатель,127500,RUB,0,Красноярск / Россия,https://hh.ru/vacancy/127928200,
Performance-маркетолог (middle) / Cпециалист по перформанс-маркетингу,90000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127915010,"Контекстная реклама, Управление проектами, Яндекс.Директ, Веб-аналитика, Копирайтинг, Веб-дизайн, MS Excel, Ведение переговоров, VK Ads, Яндекс.Метрика, Telegram"
Руководитель E- commerce,100000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128026076,"Планирование маркетинговых кампаний, Internet Marketing, Бюджетирование, Продвижение бренда, E-Commerce, Маркетинговый анализ, Разработка маркетинговой стратегии, Анализ продаж, Английский — A1 — Начальный"
"IT Project manager (AdTech, SaaS)",250000,RUB,6,Москва / Россия,https://hh.ru/vacancy/126105052,"Project management, Продуктовые метрики, Планирование бюджета, Управление конфликтами, Управление коммуникациями, Управление бэклогом, Roadmap, Agile, Atlassian Jira, Kanban, Scrum, Waterfall"
Старший менеджер по маркетплейсам ( Wildberries | WB),90000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127646920,
Коммерческий директор (CCO),1900,USD,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127423025,"Управление командой, Управление продажами, Стратегическое мышление, Развитие продаж, Руководство коллективом, Аналитическое мышление, Организаторские навыки, Бизнес-планирование, Управленческие навыки, Стратегия Развития, Деловая коммуникация, Стратегическое планирование, Оптимизация бизнес-процессов, Мотивация персонала, Аналитика продаж, Планирование, Анализ бизнес показателей, Деловая переписка, Планирование продаж, Маркетинговая стратегия, коммерческая стратегия, Навыки презентации, Управление отношениями с клиентами, Менеджмент организаций, Бизнес-анализ, Управление региональными продажами, Бюджетирование, Развитие ключевых клиентов, Международная логистика, Стратегический маркетинг, Английский — B2 — Средне-продвинутый"
Младший бухгалтер на эквайринг,90000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127630008,"1С: Бухгалтерия, Акты сверок, Бухгалтерская отчетность, Банковские операции"
Technical Project Manager (AI Products & FinTech Core),2000,USD,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/128102493,"Управление ресурсами, Управление инновациями, Организаторские навыки, Веб-программирование, Постановка задач разработчикам"
Мерчендайзер (Сокольники),31000,RUB,0,Москва / Россия,https://hh.ru/vacancy/128118981,"Мерчендайзинг, Выкладка товаров, Ротация товара, Линейная выкладка товара, Пополнение товарных запасов, Выкладка товара"
МЛ инженер,300000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127417934,
Мерчендайзер (Измайлово),110000,RUB,0,Москва / Россия,https://hh.ru/vacancy/128117260,"Мерчендайзинг, Выкладка товаров, Ротация товара, Линейная выкладка товара, Пополнение товарных запасов, Выкладка товара"
Мерчендайзер (Ленинградское шоссе),99000,RUB,0,Москва / Россия,https://hh.ru/vacancy/128117159,"Мерчендайзинг, Выкладка товаров, Ротация товара, Линейная выкладка товара, Пополнение товарных запасов, Выкладка товара"
Помощник/ассистент руководителя,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127265993,"Административная поддержка руководителя, Организация встреч, Документооборот, Подготовка презентаций, Планирование рабочего дня руководителя, MS PowerPoint, Организаторские навыки, MS Excel, MS Outlook, Протоколирование, Английский — B2 — Средне-продвинутый"
Ассистент менеджера по работе с маркетплейсами,60000,RUB,0,Москва / Россия,https://hh.ru/vacancy/128148955,"E-Commerce, Прогнозирование продаж, Категорийный менеджмент, Анализ данных, Аналитика продаж, ВПР, Сбор и анализ информации, Маркетплейсы"
Аналитик 1С,250000,RUB,6,Москва / Россия,https://hh.ru/vacancy/127946802,"1С: Предприятие 8, Бизнес-анализ, BPMN"
"Менеджер по маркетплейсам, менеджер Wildberries, ЯМ",120000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127879740,"Аналитическое мышление, E-Commerce, Подбор контента, MS Excel, 1С: Управление Торговлей"
Экономист-аналитик,60000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127100050,"MS SQL, MS Excel, Планово-экономический отдел, Формирование бюджета, Аналитические исследования, Power BI, MS PowerPoint"
Менеджер / Аналитик Wildberries,50000,RUB,1–3,Минск / Беларусь,https://hh.ru/vacancy/128175955,"Анализ данных, Конкурентная аналитика, Анализ продаж, Аналитика маркетплейсов, Аналитическое мышление, Маркетплейсы, Аналитический склад ума, Анализ бизнес показателей, Умение работать в коллективе, Google Docs, E-Commerce, ABC-анализ, Работа с большим объемом информации, Анализ ассортиментной линейки, Анализ ценообразования, Продвижение бренда, Системный подход, Развитие продаж, Сбор и анализ информации, Планирование"
Digital-маркетолог / интернет-маркетолог (в офис),80000,RUB,1–3,Новосибирск / Россия,https://hh.ru/vacancy/127564019,"Контекстная реклама, SMM, Ведение групп в социальных сетях, Ведение мобильных рекламных кампаний, Информационные рассылки, SEO, Google AdWords, Google Analytics, Яндекс.Директ"
Senior Product Data Scientist,5000,USD,3–6,Москва / Россия,https://hh.ru/vacancy/127824710,"Analysis, SQL, Исследовательский анализ данных, Английский — B2 — Средне-продвинутый"
Руководитель группы по работе с данными,380000,RUB,6,Москва / Россия,https://hh.ru/vacancy/127833132,
Менеджер по работе с премиум клиентами (входящие заявки),375000,RUB,0,Москва / Россия,https://hh.ru/vacancy/127486553,"B2C продажи, Деловая переписка, Телефонные переговоры, Активные продажи, Прямые продажи, Деловое общение, Проведение презентаций, Управление продажами, Навыки переговоров, Работа с ключевыми клиентами"
Tech Lead / Lead Developer / Технический руководитель,400000,KZT,3–6,Астана / Казахстан,https://hh.ru/vacancy/128040274,
Full-cycle recruiter (IT)/Менеджер по подбору персонала в IT,100000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127989791,
"Директор по маркетингу (стратег-драйвер, B2B)",500000,RUB,6,Москва / Россия,https://hh.ru/vacancy/128064211,"B2B маркетинг, Управление командой, Стратегический маркетинг, Маркетинговое планирование, Разработка маркетинговой стратегии"
Менеджер по продукту,230000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127882641,
Старший продуктовый аналитик (Senior Product Analyst),250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127475643,"Статистический анализ, SQL, MS Excel, Olap (online analytical processing)"
Технический специалист Get Course,40000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127263669,
Специалист клиентского обслуживания в Банк,100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/126418771,"Деловое общение, Клиентоориентированность, Работа с большим объемом информации"
Координатор,70000,RUB,0,Москва / Россия,https://hh.ru/vacancy/128148095,
Биотехнолог,120000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127777460,
AI-developer (senior/ team lead),450000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127998742,"Python, Numpy, PyTorch, TensorFlow, Keras, OpenCV, Scikit-learn, Docker, Git, GitHub, Английский — B1 — Средний"
BI-аналитик (Middle),120000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/128132803,
"Менеджер по работе с клиентами (IT, облачные решения)",65000,RUB,0,Санкт-Петербург / Россия,https://hh.ru/vacancy/127912071,"Телефонные переговоры, Деловая коммуникация, Навыки презентации, Управление отношениями с клиентами, Ориентация на клиента, Ведение переписки, B2B Продажи, работа с текущей базой клиентов, Развитие продаж"
Senior NLP Engineer,4000,EUR,6,Москва / Россия,https://hh.ru/vacancy/127812429,"NLP, ML, Python, Numpy, PyTorch, LLM, TTS, STT"
Performance-маркетолог (middle) / Cпециалист по перформанс-маркетингу,90000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127857051,"Яндекс.Метрика, Интернет-реклама, Яндекс.Директ, VK Ads, TG Ads, Веб-аналитика, Анализ данных"
Ведущий менеджер по работе с маркетплейсом (Яндекс.Маркет),160000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/122295267,"Аналитическое мышление, Работа с большим объемом информации, Маркетплейсы, Аналитика продаж, Анализ данных, Мониторинг цен, Анализ ценообразования, Работа в команде, Подбор ключевых слов, E-Commerce, Развитие продаж, Яндекс.Маркет"
"Операционист-технический специалист (junior, финтех)",60000,RUB,1–3,Новосибирск / Россия,https://hh.ru/vacancy/127596574,"Деловая переписка, Аналитическое мышление, Деловая коммуникация, Сбор и анализ информации, Техническая поддержка, Google Docs, Точность и внимательность к деталям, Ведение переписки, Анализ данных, Аналитика"
"Главный специалист баз данных 1С (формирование отчетности, бухгалтерия)",86300,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127984172,
Ведущий менеджер маркетплейсов (одежда),200000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127489449,"Внутренние коммуникации, Организаторские навыки, Мотивация персонала, Аналитическое мышление, Стратегическое мышление, Управление процессами, Управление бизнес процессами, Управление продажами, Управление товарными запасами, Конкурентная аналитика, E-Commerce, Анализ продаж, Маркетплейсы, Разработка стратегии продвижения продуктов, Управление ассортиментом, Стратегический анализ, Аналитика продаж, Мониторинг рынка, Развитие продаж, Управление командой, Управленческие навыки, Маржинальный анализ, Ассортиментная матрица, Планирование продаж"
Ассистент HR-специалиста,85000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128004371,"Подбор персонала, Телефонные переговоры, MS PowerPoint, Рекрутмент, HR, Поиск информации в интернет, Адаптация персонала, Массовый подбор персонала, Подбор сотрудников"
Экономист по управленческому учёту,100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/126414047,"Управленческий учет, Формирование управленческой отчетности, Финансовый анализ, Экономический анализ, Деловая переписка, 1С: Предприятие 8"
Архитектор 1С,320000,RUB,6,Санкт-Петербург / Россия,https://hh.ru/vacancy/126364578,"1С, СКД, ЗУП, ЗКГУ, Проектирование высоконагруженных систем, архитектура 1С"
Менеджер по персоналу (HR менеджер /HR Generalist),150000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127483780,"Подбор персонала, Обучение и развитие, Деловое общение, Подбор сотрудников, Организация мероприятий, Подбор топ-менеджеров, Точечный подбор персонала, Онбординг, Найм персонала, Рекрутмент, HR"
Аналитик маркетплейсов,100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128016572,"MPSTATS, A/B тесты, Анализ данных, Анализ рынка, Аналитика, Бизнес-анализ, Ценообразование, Power BI"
"Финансовый журналист (экономика, финансы)",40000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127955980,
Консультант SAP CRM,8000,BYN,3–6,Минск / Беларусь,https://hh.ru/vacancy/128146953,"SAP CRM, SAP, SAP ERP, SAP Marketing, SAP BW, Английский — A1 — Начальный"
Разработчик Битрикс24,250000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127961849,"PHP, JavaScript, Git, SQL, Битрикс24"
Менеджер IT проектов B2B / IT Project manager,220000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128054523,"Scrum, Atlassian Jira, Agile Project Management, Управление проектами, Аналитические способности, Системное мышление, Коммуникабельность, Аналитика, Продвинутый пользователь ПК, Miro, Trello, SQL"
Специалист технической поддержки,80000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/125124409,"Грамотная речь, Работа в команде, Техническое обслуживание, Техническая поддержка, Выездное обслуживание, Active Directory, ServiceDesk, ККМ, Сетевые технологии, OSI, R-Keeper, Техническая грамотность, Microsoft Windows, Terminal Server"
Специалист по бизнес-операциям с ИИ / AI Business Operations Specialist,180000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128004720,"Системный анализ, Сбор требований, Продуктовые метрики, Аналитическое мышление, Бизнес-анализ, Визуализация данных, Критическое мышление, Сбор и анализ информации, Business intelligence, MS Excel, Анализ данных, Стратегическое мышление"
Специалист по бизнес-операциям с ИИ / AI Business Operations Specialist,180000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128004720,"Системный анализ, Сбор требований, Продуктовые метрики, Аналитическое мышление, Бизнес-анализ, Визуализация данных, Критическое мышление, Сбор и анализ информации, Business intelligence, MS Excel, Анализ данных, Стратегическое мышление"
Менеджер по работе с клиентами IT / Account manager,60000,RUB,0,Санкт-Петербург / Россия,https://hh.ru/vacancy/127576279,"Телефонные переговоры, Деловая коммуникация, Навыки презентации, Управление отношениями с клиентами, Ориентация на клиента, Ведение переписки, B2B Продажи, работа с текущей базой клиентов, Развитие продаж"
Аналитик,100000,RUB,1–3,Новосибирск / Россия,https://hh.ru/vacancy/123256087,"SQL, Бизнес-анализ, BPMN, Agile, Ведение переговоров, User Story, Аналитическое мышление, Atlassian Jira, Atlassian Confluence"
Администратор/Руководитель стоматологической клиникой,90000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127973700,"Организаторские навыки, Руководство коллективом, Подбор персонала, Управление командой, Мотивация персонала, Деловое общение, Деловая коммуникация, Управленческая отчетность, Обучение и развитие, Деловая переписка, Управленческие навыки, Обучение персонала, Навыки продаж, Бюджетирование, Стратегическое планирование, Аналитическое мышление"
Аналитик отдела продаж,100000,RUB,1–3,Новосибирск / Россия,https://hh.ru/vacancy/126822187,"Бизнес-анализ, Аналитическое мышление, Анализ бизнес-процессов, Описание бизнес-процессов, Оптимизация бизнес-процессов, MS Excel, Стратегическое планирование"
Специалист HR,270000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127809992,
Менеджер по работе с маркетплейсами,90000,RUB,0,Новосибирск / Россия,https://hh.ru/vacancy/127207268,"Работа с большим объемом информации, Аналитическое мышление, Написание SEO-текстов, Формирование аналитической отчетности"
Middle+/Senior Python Developer (LLM/AI),150000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127246574,"Python, Асинхронное программирование, pandas, Теория вероятностей, PyTorch, Big Data, Data Analysis"
Менеджер по маркетплейсам,130000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128006138,"Маркетплейсы, E-Commerce, Wildberries, Ozon, Анализ данных, SEO оптимизация, Аналитическое мышление, Деловая переписка, Деловая коммуникация, Английский — B1 — Средний"
Специалист по охране труда,110000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127396514,
Менеджер по продажам (Банкротство),160000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127633363,"Активные продажи, Консультативные продажи, Консультирование клиентов, Выявление потребностей, Теплые продажи, Заключение договоров, Работа с CRM"
Интернет-маркетолог,100000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/127964645,"Google Analytics, Контекстная реклама, E-Mail Marketing, Веб-аналитика, Аналитическое мышление, Яндекс.Метрика, Яндекс.Директ, Internet Marketing, SEO, SEO оптимизация, WEB аналитика, Интернет маркетинг, Интернет-реклама, Email маркетинг, Работа с системами аналитики, Битрикс24"
Финансовый аналитик,600000,KZT,1–3,Алматы / Казахстан,https://hh.ru/vacancy/127924311,"Экономический анализ, Бизнес-анализ, Финансовый контроль, Бюджетирование, Анализ бизнес показателей, Прогнозирование, Управление финансами, Оптимизация бизнес-процессов, Аналитические исследования, Формирование управленческой отчетности, Деловая коммуникация"
DWH Developer/Разработчик DWH,400000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127786460,"SQL, Python, Clickhouse, Bash, Data Analysis, Greenplum, Apache Airflow, Apache Kafka, Vertica"
QA-тестировщик (intern/junior),35000,RUB,0,Москва / Россия,https://hh.ru/vacancy/128065644,"Функциональное тестирование, Интеграционное тестирование, Ручное тестирование, Автоматизированное тестирование, SQL, Постановка задач разработчикам, Python, gRPC, REST API, Postman, Git, Составление баг-репортов, Ответственность, Работа в команде"
Ведущий Traffic Manager,100000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128148866,"Internet Marketing, Яндекс.Директ, Интернет-реклама, CTR"
Senior Системный аналитик (FinTech / Payments),300000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128104410,
"Разработчик 1С УХ_middle+ (удаленно, можно работать из-за границы)",280000,RUB,6,Москва / Россия,https://hh.ru/vacancy/128148889,"1С УХ, 1С УХ Согласование, МСФО, 1С Бухгалтерия"
Ведущий инженер эксплуатации транспортных сетей,80000,RUB,1–3,Томск / Россия,https://hh.ru/vacancy/127945161,
"Technical Product Manager (AI / IoT / Web3, B2B, PMF)",2000,USD,3–6,Москва / Россия,https://hh.ru/vacancy/127609996,"Product-market fit, Продуктовые метрики, CustDev"
Ведущий менеджер по работе с маркетплейсом Wildberries,130000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127410933,"Аналитика продаж, Мониторинг цен, E-Commerce, Контроль и анализ ценообразования, Анализ продаж, Развитие продаж, Анализ данных, Аналитическое мышление, Анализ конкурентной среды"
Менеджер по работе с Ozon,150000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127308911,"Аналитическое мышление, Маркетплейсы, Развитие продаж, E-Commerce, Ozon, Управление продажами, Умение работать в коллективе"
Операционный менеджер,250000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/127107498,"Аналитическое мышление, Организаторские навыки, Бизнес-планирование, Оптимизация бизнес-процессов, Анализ бизнес показателей, Анализ данных, Аналитика продаж, Навыки переговоров, Работа с большим объемом информации, Документооборот, Управленческая отчетность, Планирование, Управление командой, Стратегия Развития, Анализ финансовых показателей, Электронный документооборот, Заключение договоров, Английский — B1 — Средний"
Менеджер по продажам B2B (IT-продукт),120000,RUB,1–3,Санкт-Петербург / Россия,https://hh.ru/vacancy/122458647,"B2B Продажи, Активные продажи, Телефонные переговоры, Деловая коммуникация, Проведение презентаций, Выявление потребностей, Работа с возражениями, Навыки продаж, Холодные звонки"
Менеджер по закупкам автозапчастей (менеджер по продажам запчастей),100000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128012440,"Закупки, Знание устройства автомобиля, Развитие продаж, Работа с документами, Деловая переписка, Активные продажи, Деловая коммуникация, Продажи запчастей для иностранных автомобилей, Поиск и привлечение клиентов, Навыки продаж, Мониторинг цен, Умение планировать, Анализ рынка, Контроль отгрузок, Планирование закупок, Составление договоров, Организаторские навыки, Телефонные переговоры, Заключение договоров, Обучение и развитие, Прямые продажи, Проведение переговоров, Реклама, Проведение рекламных кампаний"
Аналитик по исследованию рынка (асептическая упаковка),200000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/122316904,
Финансовый аналитик,60000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/128097534,"Аналитическое мышление, Финансовый анализ, Подготовка презентаций, Работа с базами данных, Аналитические исследования, Аналитика, Финансовая отчетность, Анализ финансовых показателей, Управленческая отчетность, Экономический анализ, Бюджетирование, Анализ текущих финансовых показателей, Финансовый контроль, Финансовое планирование, Анализ бизнес показателей, Прогнозирование, Аналитика продаж, Анализ рынка, Формирование бюджета, Анализ данных"
Программист 1С:ERP в производственную компанию (машиностроение),230000,RUB,3–6,Санкт-Петербург / Россия,https://hh.ru/vacancy/127029638,1C: ERP
Менеджер маркетплейса WB,150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127859559,
Координатор отдела персонала,80000,RUB,0,Москва / Россия,https://hh.ru/vacancy/127819167,
Ведущий менеджер по маркетплейсам (WB),150000,RUB,1–3,Москва / Россия,https://hh.ru/vacancy/127539331,"Деловое общение, Работа с большим объемом информации, Аналитическое мышление, Аналитика маркетплейсов, Маркетплейсы, Анализ данных, Анализ продаж, Развитие продаж, Организаторские навыки"
Специалист технической поддержки,3000,BYN,1–3,Минск / Беларусь,https://hh.ru/vacancy/127842757,"Техническая поддержка, 1С: Предприятие 8"
Senior Pricing Analyst,400000,RUB,3–6,Москва / Россия,https://hh.ru/vacancy/128191153,"SQL, Power BI, MS Excel"
